Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
,45.0,RL,57.0,7449.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,,Norm,Norm,1Fam,,7.0,7.0,1930.0,1950.0,Gable,CompShg,,,None,0.0,TA,TA,PConc,TA,TA,,,,Unf,0.0,,637.0,GasA,Ex,Y,SBrkr,,0.0,0.0,,0.0,0.0,1.0,,3.0,1.0,,6.0,Typ,1.0,,Attchd,,Unf,,,TA,TA,Y,,,0.0,0.0,0.0,0.0,0.0,6.0,,WD,Normal,139400.0
23.0,,RL,,,Pave,Reg,Lvl,AllPub,,Gtl,,Norm,Norm,1Fam,,8.0,5.0,2002.0,2002.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,281.0,,TA,PConc,,TA,No,Unf,0.0,Unf,0.0,1777.0,1777.0,GasA,Ex,Y,SBrkr,1795.0,,0.0,,0.0,0.0,2.0,,3.0,1.0,Gd,7.0,Typ,1.0,Gd,,,RFn,,,TA,TA,Y,,159.0,0.0,0.0,0.0,0.0,0.0,9.0,2008.0,WD,Normal,230000.0
24.0,,RM,,4224.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5.0,7.0,1976.0,,,CompShg,,,,0.0,,TA,PConc,Gd,TA,No,,,Unf,0.0,200.0,1040.0,GasA,TA,Y,SBrkr,,,0.0,,1.0,0.0,,0.0,,1.0,,6.0,Typ,1.0,TA,Attchd,,Unf,,,TA,TA,Y,100.0,110.0,0.0,0.0,0.0,0.0,0.0,,2007.0,WD,,
26.0,20.0,RL,,14230.0,Pave,Reg,Lvl,AllPub,,Gtl,,Norm,Norm,1Fam,,8.0,,2007.0,,Gable,CompShg,,,Stone,640.0,,TA,PConc,,TA,,,0.0,Unf,0.0,1566.0,,GasA,,Y,SBrkr,,0.0,0.0,1600.0,,0.0,,,,1.0,Gd,7.0,Typ,1.0,Gd,,2007.0,RFn,3.0,890.0,TA,TA,Y,0.0,56.0,0.0,0.0,0.0,0.0,0.0,,2009.0,,,
28.0,,RL,,,Pave,,Lvl,AllPub,,Gtl,,Norm,Norm,1Fam,1Story,8.0,5.0,,2008.0,Gable,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,No,GLQ,1218.0,Unf,0.0,486.0,1704.0,GasA,Ex,Y,SBrkr,,,0.0,,1.0,0.0,,,3.0,1.0,Gd,7.0,Typ,1.0,Gd,,2008.0,,,,TA,TA,Y,,50.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,WD,Normal,306000.0
29.0,20.0,RL,47.0,,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,,Norm,Norm,1Fam,,5.0,6.0,1957.0,1997.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,,TA,TA,Gd,BLQ,1277.0,Unf,0.0,,1484.0,GasA,TA,Y,SBrkr,,,0.0,1600.0,1.0,0.0,,0.0,,1.0,,,Typ,2.0,Gd,,1957.0,RFn,1.0,,TA,TA,Y,,258.0,0.0,0.0,0.0,0.0,0.0,12.0,2006.0,WD,,
34.0,20.0,RL,,10552.0,Pave,,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1959.0,1959.0,Hip,CompShg,BrkFace,BrkFace,None,0.0,,TA,,,TA,No,Rec,1018.0,Unf,0.0,,1398.0,GasA,Gd,Y,SBrkr,1700.0,,0.0,1700.0,0.0,0.0,1.0,,4.0,1.0,,,Typ,1.0,Gd,Attchd,,,,447.0,TA,TA,Y,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,WD,,
,120.0,RL,60.0,7313.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,,,Norm,1Fam,1Story,,5.0,,2005.0,,CompShg,MetalSd,MetalSd,BrkFace,246.0,Ex,TA,PConc,Ex,TA,No,GLQ,,Unf,0.0,408.0,,GasA,Ex,Y,SBrkr,,0.0,0.0,1561.0,,0.0,2.0,0.0,2.0,1.0,,6.0,Typ,1.0,,,2005.0,,,556.0,TA,TA,Y,,47.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,WD,,
36.0,60.0,RL,108.0,,Pave,Reg,Lvl,AllPub,Inside,Gtl,,Norm,Norm,1Fam,,,,,,Gable,CompShg,,VinylSd,Stone,132.0,Gd,TA,,,TA,,Unf,,Unf,0.0,1117.0,1117.0,GasA,Ex,Y,SBrkr,,,0.0,,0.0,0.0,,,4.0,1.0,Gd,,Typ,1.0,Gd,,2004.0,Fin,,691.0,TA,TA,Y,,32.0,0.0,0.0,0.0,0.0,0.0,9.0,,WD,Normal,
,20.0,RL,74.0,8532.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,,Norm,Norm,1Fam,,5.0,6.0,1954.0,,,CompShg,Wd Sdng,Wd Sdng,BrkFace,650.0,TA,TA,,TA,TA,,Rec,,Unf,0.0,84.0,,GasA,Gd,Y,SBrkr,1297.0,0.0,0.0,,0.0,1.0,1.0,0.0,,1.0,TA,5.0,Typ,1.0,,,1954.0,Fin,2.0,,TA,TA,Y,,,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,,,
,,RL,,,Pave,,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,,1965.0,,Gable,CompShg,Wd Sdng,Wd Sdng,,101.0,TA,TA,,TA,TA,No,,,Unf,0.0,445.0,,GasA,,Y,SBrkr,,,0.0,1324.0,0.0,0.0,2.0,,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1965.0,,2.0,440.0,TA,TA,Y,0.0,138.0,0.0,0.0,0.0,0.0,0.0,12.0,2006.0,WD,,160000.0
42.0,,RL,115.0,,Pave,Reg,Lvl,AllPub,,Gtl,,Norm,Norm,1Fam,,,6.0,1959.0,,Gable,CompShg,,,None,0.0,TA,TA,CBlock,TA,TA,,BLQ,,Unf,0.0,383.0,1350.0,GasA,,Y,SBrkr,1328.0,0.0,0.0,,,1.0,,1.0,,1.0,TA,,Typ,1.0,,,,,,308.0,TA,TA,Y,0.0,,0.0,0.0,0.0,0.0,0.0,7.0,,WD,Normal,
46.0,,RL,61.0,,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,,5.0,,2005.0,,CompShg,MetalSd,,BrkFace,,,TA,,Ex,TA,,,,Unf,0.0,1296.0,1752.0,GasA,Ex,Y,SBrkr,,,0.0,,,0.0,,0.0,,1.0,Ex,6.0,Typ,1.0,Gd,Attchd,2005.0,RFn,2.0,576.0,TA,TA,Y,,82.0,0.0,0.0,0.0,0.0,0.0,2.0,2010.0,WD,,319900.0
47.0,,RL,48.0,12822.0,Pave,,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7.0,5.0,,2003.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,,TA,PConc,Ex,TA,,GLQ,1351.0,Unf,0.0,83.0,1434.0,GasA,,Y,SBrkr,,631.0,0.0,,1.0,0.0,1.0,,,1.0,,6.0,Typ,1.0,,Attchd,2003.0,,,670.0,TA,TA,Y,,,0.0,0.0,0.0,0.0,0.0,,2009.0,WD,Abnorml,239686.0
52.0,50.0,RL,,6240.0,Pave,,Lvl,AllPub,Inside,Gtl,,Norm,Norm,1Fam,1.5Fin,6.0,6.0,1934.0,1950.0,Gable,CompShg,,,None,,,TA,PConc,,TA,No,Unf,0.0,Unf,0.0,,,GasA,TA,Y,SBrkr,,,0.0,1176.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Detchd,,,2.0,,TA,TA,Y,112.0,0.0,0.0,0.0,0.0,0.0,0.0,,2006.0,,Normal,114500.0
54.0,20.0,RL,,50271.0,Pave,IR1,Low,AllPub,Inside,Gtl,,Norm,Norm,1Fam,1Story,,,,,Gable,WdShngl,WdShing,,,0.0,,TA,CBlock,Ex,TA,Gd,,1810.0,Unf,0.0,,1842.0,GasA,Gd,Y,SBrkr,1842.0,0.0,0.0,1842.0,,0.0,0.0,1.0,,1.0,Gd,5.0,Typ,1.0,Gd,,,Fin,3.0,894.0,TA,TA,Y,857.0,72.0,0.0,0.0,0.0,0.0,0.0,,2006.0,WD,,385000.0
,80.0,RL,,7134.0,Pave,Reg,Bnk,AllPub,,Mod,,Norm,Norm,1Fam,SLvl,5.0,,1955.0,1955.0,,CompShg,MetalSd,,None,,TA,TA,CBlock,TA,TA,,ALQ,384.0,Unf,0.0,0.0,,GasA,TA,Y,SBrkr,1360.0,0.0,0.0,1360.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Min1,1.0,,,,,2.0,572.0,TA,TA,Y,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,,WD,Normal,130000.0
,20.0,RL,100.0,10175.0,Pave,,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,,6.0,5.0,1964.0,1964.0,Gable,CompShg,HdBoard,Plywood,,272.0,TA,TA,,TA,TA,No,,490.0,Unf,0.0,935.0,1425.0,GasA,,Y,SBrkr,1425.0,0.0,0.0,1425.0,0.0,0.0,2.0,0.0,,1.0,,7.0,Typ,1.0,Gd,,,RFn,2.0,,TA,TA,Y,,0.0,0.0,407.0,0.0,0.0,0.0,7.0,2008.0,WD,Normal,180500.0
59.0,,RL,,,Pave,IR2,HLS,AllPub,,Gtl,,Norm,Norm,1Fam,2Story,,5.0,,2006.0,,CompShg,VinylSd,,BrkFace,1031.0,,TA,PConc,,TA,Gd,Unf,,Unf,0.0,1410.0,1410.0,GasA,Ex,Y,SBrkr,1426.0,1519.0,0.0,,0.0,0.0,3.0,,,1.0,,10.0,Typ,1.0,Gd,BuiltIn,2006.0,Fin,3.0,,TA,TA,Y,192.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
63.0,120.0,RL,,6442.0,Pave,,Lvl,AllPub,Inside,Gtl,NridgHt,,Norm,1Fam,,8.0,,2006.0,2006.0,Gable,CompShg,VinylSd,,Stone,178.0,,TA,PConc,Gd,TA,Mn,GLQ,,Unf,0.0,1346.0,1370.0,GasA,,Y,SBrkr,1370.0,0.0,0.0,,,0.0,2.0,0.0,,1.0,Gd,,Typ,1.0,Gd,Attchd,2006.0,RFn,,484.0,TA,TA,Y,120.0,,0.0,0.0,0.0,0.0,0.0,,,WD,Normal,202500.0
,,RL,76.0,9591.0,Pave,,Lvl,AllPub,,Gtl,,Norm,Norm,1Fam,2Story,8.0,5.0,2004.0,2005.0,,CompShg,VinylSd,,,344.0,,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1143.0,1143.0,GasA,,Y,SBrkr,1143.0,,0.0,,,0.0,,1.0,4.0,1.0,Gd,9.0,Typ,1.0,,BuiltIn,2004.0,RFn,,852.0,TA,TA,Y,,151.0,0.0,0.0,0.0,0.0,0.0,,,,Normal,317000.0
,,RL,81.0,15593.0,Pave,,Lvl,AllPub,,Gtl,ClearCr,Norm,Norm,1Fam,,7.0,,,,Gable,CompShg,BrkFace,AsbShng,None,0.0,,TA,,TA,TA,No,,603.0,Unf,0.0,701.0,1304.0,GasA,TA,Y,SBrkr,,,0.0,2287.0,,0.0,2.0,,3.0,1.0,TA,,Typ,1.0,,,1953.0,Fin,2.0,667.0,TA,TA,Y,,,114.0,0.0,0.0,0.0,0.0,7.0,2006.0,,Normal,225000.0
71.0,20.0,RL,95.0,,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,,Norm,1Fam,1Story,7.0,6.0,1973.0,,,CompShg,,Plywood,,1115.0,TA,TA,CBlock,Gd,TA,,ALQ,1880.0,Unf,0.0,343.0,2223.0,GasA,,Y,SBrkr,,0.0,0.0,,,0.0,,0.0,,1.0,TA,8.0,Typ,1.0,Gd,,1973.0,Fin,,516.0,TA,TA,Y,,,0.0,0.0,0.0,0.0,0.0,2.0,2007.0,WD,,
73.0,,RL,74.0,,Pave,IR1,Lvl,AllPub,Corner,Gtl,,Norm,Norm,1Fam,2Story,,5.0,,,Gable,CompShg,VinylSd,,BrkFace,,TA,TA,,Gd,TA,No,,0.0,Unf,0.0,,832.0,GasA,,Y,SBrkr,885.0,833.0,0.0,1718.0,0.0,0.0,2.0,,,1.0,TA,7.0,Typ,1.0,TA,Attchd,1998.0,Fin,2.0,427.0,TA,TA,Y,0.0,,0.0,0.0,291.0,0.0,0.0,,,,,185000.0
,60.0,RL,100.0,,Pave,,Lvl,AllPub,,Gtl,NAmes,Norm,Norm,1Fam,,,,,1968.0,,CompShg,VinylSd,,BrkFace,576.0,,TA,,,TA,,Rec,448.0,Unf,0.0,448.0,896.0,GasA,TA,Y,SBrkr,1182.0,,0.0,,0.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,Gd,,1968.0,Fin,,509.0,TA,TA,Y,,,0.0,0.0,0.0,0.0,0.0,,2009.0,WD,Normal,193500.0
,20.0,RL,78.0,10206.0,Pave,,Lvl,AllPub,,Gtl,Somerst,Norm,Norm,1Fam,1Story,8.0,5.0,,2007.0,Gable,CompShg,,,,,TA,TA,PConc,Gd,TA,No,GLQ,,Unf,0.0,,1563.0,GasA,Ex,Y,SBrkr,1563.0,,0.0,,,0.0,,,,1.0,Gd,6.0,Typ,1.0,,Attchd,2007.0,RFn,,758.0,TA,TA,Y,144.0,99.0,0.0,0.0,0.0,0.0,0.0,10.0,2008.0,WD,Normal,
,60.0,RL,121.0,,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8.0,,1991.0,1992.0,Hip,CompShg,,,BrkFace,,,TA,CBlock,,TA,No,,0.0,Unf,0.0,1288.0,1288.0,GasA,Ex,Y,SBrkr,1301.0,,0.0,2417.0,0.0,0.0,2.0,,,1.0,Gd,9.0,Typ,1.0,TA,,1991.0,Unf,2.0,,TA,TA,Y,127.0,82.0,0.0,0.0,0.0,0.0,0.0,,2006.0,WD,Normal,260000.0
87.0,60.0,RL,122.0,11911.0,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,,5.0,2005.0,,Gable,CompShg,VinylSd,,None,,Gd,TA,PConc,Gd,TA,,,0.0,Unf,0.0,684.0,684.0,GasA,Ex,Y,SBrkr,,876.0,0.0,,,0.0,,1.0,,1.0,,,Typ,1.0,Gd,BuiltIn,2005.0,Fin,,,TA,TA,Y,100.0,38.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,WD,Normal,
,,C (all),,,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,,,,,,,CompShg,MetalSd,,None,0.0,,TA,BrkTil,TA,TA,,Rec,1046.0,Unf,0.0,168.0,,GasA,Ex,Y,SBrkr,1260.0,1031.0,0.0,,0.0,0.0,,0.0,4.0,2.0,TA,9.0,Typ,1.0,Gd,Detchd,1900.0,Unf,2.0,506.0,TA,TA,Y,0.0,0.0,0.0,0.0,99.0,0.0,0.0,,,,Normal,133900.0
,60.0,RL,,9206.0,Pave,,Lvl,AllPub,Inside,Gtl,,,Norm,1Fam,2Story,,,1985.0,1985.0,Gable,CompShg,HdBoard,,BrkFace,,Gd,TA,CBlock,Gd,TA,No,,0.0,Unf,0.0,,,GasA,,Y,SBrkr,977.0,755.0,0.0,,0.0,0.0,,1.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,1985.0,,2.0,,TA,TA,Y,192.0,,0.0,0.0,0.0,0.0,0.0,6.0,,,,
106.0,60.0,FV,,9375.0,Pave,,Lvl,AllPub,,Gtl,Somerst,Norm,Norm,1Fam,2Story,,,,2004.0,,CompShg,,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,,0.0,Unf,0.0,,1053.0,GasA,,Y,SBrkr,1053.0,939.0,0.0,1992.0,,0.0,2.0,1.0,3.0,1.0,Gd,9.0,Typ,1.0,Gd,Attchd,,RFn,,,TA,TA,Y,140.0,45.0,0.0,0.0,0.0,0.0,0.0,,,,,250000.0
,20.0,RL,105.0,,Pave,,Lvl,AllPub,Inside,Gtl,,Norm,Norm,1Fam,,6.0,,1977.0,1977.0,,CompShg,Plywood,,,,,TA,CBlock,Gd,TA,No,BLQ,,Unf,0.0,,1844.0,GasA,,Y,SBrkr,,,0.0,,,0.0,2.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,TA,,,RFn,2.0,546.0,TA,TA,Y,0.0,122.0,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,COD,Normal,190000.0
113.0,60.0,RL,,,Pave,,Lvl,AllPub,,Gtl,,Norm,Norm,1Fam,2Story,7.0,5.0,2007.0,2007.0,Gable,CompShg,,VinylSd,,220.0,Gd,TA,,Ex,TA,,,,Unf,0.0,280.0,,GasA,,Y,SBrkr,1282.0,,0.0,,,0.0,,,4.0,1.0,Ex,,Typ,1.0,,BuiltIn,,Fin,3.0,,TA,TA,Y,120.0,,0.0,0.0,168.0,0.0,0.0,10.0,2007.0,New,Partial,383970.0
115.0,,RL,,7259.0,Pave,IR1,Lvl,AllPub,,Mod,Crawfor,Norm,Norm,1Fam,,6.0,,1945.0,2002.0,Gambrel,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,,TA,No,,,LwQ,150.0,104.0,1028.0,GasA,,Y,SBrkr,,884.0,0.0,2320.0,1.0,0.0,2.0,,3.0,1.0,Gd,,Typ,1.0,,,1945.0,Unf,1.0,180.0,TA,TA,Y,224.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,WD,,259500.0
,160.0,FV,,3230.0,Pave,,Lvl,AllPub,Corner,Gtl,,Norm,Norm,1Fam,2Story,,5.0,,1999.0,,CompShg,MetalSd,MetalSd,BrkFace,1129.0,,TA,,,TA,,,419.0,Unf,0.0,310.0,729.0,GasA,,Y,SBrkr,729.0,,0.0,1458.0,0.0,0.0,2.0,1.0,2.0,1.0,TA,5.0,Typ,1.0,Fa,Detchd,1999.0,,2.0,,TA,TA,Y,0.0,32.0,0.0,0.0,0.0,0.0,0.0,,2007.0,,Normal,176000.0
119.0,60.0,RL,90.0,12376.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,,,,1990.0,,CompShg,,Plywood,,,,TA,PConc,Gd,TA,,GLQ,,Unf,0.0,203.0,,GasA,,Y,SBrkr,1699.0,1523.0,0.0,,1.0,0.0,,0.0,5.0,1.0,,11.0,Typ,2.0,,Attchd,,Unf,3.0,594.0,TA,TA,Y,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,,,
120.0,,RL,65.0,8461.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,,Norm,Norm,1Fam,2Story,6.0,,,2006.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,,,TA,,,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,,,0.0,1456.0,,0.0,,1.0,,1.0,Gd,,Typ,1.0,Gd,Attchd,,,2.0,,TA,TA,Y,0.0,,0.0,0.0,0.0,0.0,0.0,7.0,,New,Partial,163990.0
125.0,20.0,RL,,,Pave,,Lvl,AllPub,,Gtl,NWAmes,,Norm,1Fam,1Story,6.0,5.0,,,Gable,CompShg,HdBoard,HdBoard,,0.0,,Gd,CBlock,,Fa,No,,,Unf,0.0,1362.0,1362.0,GasA,TA,Y,SBrkr,,,0.0,,,0.0,2.0,0.0,,1.0,TA,,Typ,1.0,TA,,1979.0,Unf,,435.0,TA,TA,Y,,0.0,0.0,0.0,0.0,0.0,0.0,,2009.0,,,181000.0
129.0,,RL,,,Pave,,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,,,,1966.0,1966.0,Gable,CompShg,VinylSd,,BrkFace,,TA,TA,,,TA,,,512.0,Unf,0.0,148.0,,GasA,TA,Y,SBrkr,660.0,,0.0,1348.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,,Typ,1.0,Fa,Attchd,1966.0,RFn,2.0,,TA,TA,Y,,,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,WD,Normal,155000.0
