Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
59.0,,,,,,IR2,HLS,AllPub,,Gtl,,Norm,Norm,,2Story,,5.0,,2006.0,,CompShg,VinylSd,,BrkFace,1031.0,,TA,PConc,,,Gd,Unf,,Unf,0.0,1410.0,1410.0,GasA,Ex,,SBrkr,1426.0,1519.0,0.0,,0.0,0.0,3.0,,,1.0,,10.0,,1.0,Gd,BuiltIn,2006.0,Fin,3.0,,TA,TA,Y,192.0,0.0,,0.0,0.0,0.0,0.0,,,,,
63.0,120.0,RL,,6442.0,Pave,,,AllPub,Inside,Gtl,NridgHt,,,,,8.0,,2006.0,2006.0,Gable,,VinylSd,,Stone,178.0,,TA,PConc,Gd,,Mn,GLQ,,Unf,,1346.0,1370.0,GasA,,,SBrkr,1370.0,0.0,0.0,,,,2.0,0.0,,,Gd,,,,Gd,Attchd,2006.0,RFn,,484.0,,,,120.0,,0.0,0.0,0.0,,0.0,,,WD,Normal,202500.0
,,,76.0,9591.0,,,Lvl,AllPub,,Gtl,,,,1Fam,2Story,8.0,5.0,2004.0,2005.0,,CompShg,VinylSd,,,344.0,,TA,PConc,Ex,,Av,Unf,0.0,,0.0,1143.0,1143.0,GasA,,,SBrkr,1143.0,,0.0,,,0.0,,1.0,4.0,1.0,Gd,9.0,Typ,1.0,,BuiltIn,2004.0,RFn,,852.0,,TA,,,151.0,0.0,0.0,0.0,0.0,0.0,,,,Normal,317000.0
,,RL,81.0,15593.0,Pave,,,,,,ClearCr,Norm,,,,7.0,,,,Gable,CompShg,BrkFace,AsbShng,None,0.0,,,,TA,,No,,603.0,Unf,,701.0,1304.0,,TA,Y,,,,0.0,2287.0,,0.0,2.0,,3.0,1.0,TA,,,1.0,,,1953.0,Fin,2.0,667.0,TA,TA,Y,,,114.0,,0.0,0.0,0.0,7.0,2006.0,,Normal,225000.0
71.0,20.0,,95.0,,Pave,IR1,,,Inside,,NAmes,,,,1Story,7.0,6.0,1973.0,,,,,Plywood,,1115.0,TA,,CBlock,Gd,TA,,ALQ,1880.0,,,343.0,2223.0,GasA,,Y,SBrkr,,0.0,0.0,,,0.0,,0.0,,,TA,8.0,Typ,,Gd,,1973.0,Fin,,516.0,TA,TA,,,,0.0,,0.0,,0.0,2.0,2007.0,WD,,
73.0,,RL,74.0,,Pave,IR1,,AllPub,Corner,Gtl,,,,,2Story,,5.0,,,Gable,CompShg,VinylSd,,BrkFace,,TA,,,Gd,TA,No,,0.0,Unf,,,832.0,,,Y,SBrkr,885.0,833.0,,1718.0,0.0,0.0,2.0,,,1.0,TA,7.0,Typ,1.0,TA,Attchd,1998.0,Fin,2.0,427.0,TA,TA,Y,0.0,,0.0,0.0,291.0,0.0,0.0,,,,,185000.0
,60.0,,100.0,,Pave,,,AllPub,,Gtl,NAmes,,,1Fam,,,,,1968.0,,CompShg,VinylSd,,BrkFace,576.0,,,,,,,Rec,448.0,Unf,0.0,448.0,896.0,,TA,,SBrkr,1182.0,,0.0,,0.0,0.0,2.0,1.0,4.0,,Gd,8.0,,1.0,Gd,,1968.0,Fin,,509.0,,TA,Y,,,,,,0.0,0.0,,2009.0,WD,Normal,193500.0
,20.0,RL,78.0,10206.0,Pave,,Lvl,,,Gtl,Somerst,Norm,Norm,1Fam,1Story,8.0,5.0,,2007.0,Gable,,,,,,TA,,PConc,Gd,,No,GLQ,,Unf,,,1563.0,,Ex,,,1563.0,,,,,0.0,,,,,Gd,6.0,,1.0,,Attchd,2007.0,RFn,,758.0,,TA,Y,144.0,99.0,0.0,0.0,0.0,,,10.0,2008.0,WD,Normal,
,60.0,RL,121.0,,Pave,Reg,Lvl,,Corner,,NoRidge,,,,2Story,8.0,,1991.0,1992.0,Hip,CompShg,,,BrkFace,,,TA,CBlock,,,No,,0.0,,0.0,1288.0,1288.0,GasA,Ex,,SBrkr,1301.0,,,2417.0,0.0,,2.0,,,1.0,Gd,9.0,Typ,1.0,TA,,1991.0,Unf,2.0,,,TA,Y,127.0,82.0,0.0,0.0,0.0,,0.0,,2006.0,WD,Normal,260000.0
87.0,60.0,,122.0,11911.0,Pave,IR2,Lvl,AllPub,Inside,,Gilbert,Norm,Norm,1Fam,2Story,,5.0,2005.0,,Gable,CompShg,VinylSd,,None,,Gd,TA,PConc,Gd,TA,,,0.0,Unf,,684.0,684.0,GasA,Ex,Y,SBrkr,,876.0,0.0,,,0.0,,1.0,,1.0,,,Typ,,Gd,BuiltIn,2005.0,Fin,,,TA,TA,,100.0,38.0,,0.0,,0.0,0.0,3.0,2009.0,WD,Normal,
,,C (all),,,Pave,Reg,Lvl,,Corner,,OldTown,Norm,Norm,,,,,,,,,MetalSd,,None,0.0,,TA,BrkTil,TA,,,Rec,1046.0,,0.0,168.0,,,Ex,,SBrkr,1260.0,1031.0,0.0,,0.0,,,0.0,4.0,2.0,TA,9.0,,1.0,Gd,Detchd,1900.0,Unf,2.0,506.0,,,,0.0,0.0,0.0,,99.0,0.0,0.0,,,,Normal,133900.0
,60.0,RL,,9206.0,Pave,,,AllPub,Inside,Gtl,,,,1Fam,2Story,,,1985.0,1985.0,Gable,,HdBoard,,BrkFace,,Gd,TA,CBlock,Gd,TA,No,,0.0,Unf,,,,GasA,,Y,,977.0,755.0,0.0,,0.0,,,1.0,3.0,,Gd,7.0,Typ,1.0,TA,Attchd,1985.0,,2.0,,TA,TA,Y,192.0,,0.0,0.0,,0.0,,6.0,,,,
106.0,60.0,FV,,9375.0,Pave,,Lvl,AllPub,,,Somerst,,Norm,1Fam,2Story,,,,2004.0,,,,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,,0.0,Unf,0.0,,1053.0,,,Y,SBrkr,1053.0,939.0,0.0,1992.0,,,2.0,1.0,3.0,,Gd,9.0,,,Gd,Attchd,,RFn,,,TA,TA,Y,140.0,45.0,,,,0.0,0.0,,,,,250000.0
,20.0,RL,105.0,,Pave,,Lvl,AllPub,Inside,Gtl,,Norm,Norm,,,6.0,,1977.0,1977.0,,CompShg,Plywood,,,,,,CBlock,Gd,,No,BLQ,,Unf,,,1844.0,GasA,,Y,SBrkr,,,,,,,2.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,TA,,,RFn,2.0,546.0,TA,TA,Y,0.0,122.0,0.0,,0.0,,0.0,1.0,2010.0,COD,Normal,190000.0
113.0,60.0,RL,,,Pave,,,AllPub,,,,Norm,Norm,1Fam,2Story,7.0,5.0,2007.0,2007.0,Gable,CompShg,,VinylSd,,220.0,Gd,TA,,Ex,TA,,,,Unf,0.0,280.0,,,,Y,,1282.0,,,,,,,,4.0,,Ex,,,1.0,,BuiltIn,,Fin,3.0,,,TA,Y,120.0,,0.0,0.0,168.0,0.0,0.0,10.0,2007.0,New,Partial,383970.0
115.0,,RL,,7259.0,Pave,IR1,Lvl,AllPub,,Mod,Crawfor,Norm,,1Fam,,6.0,,1945.0,2002.0,Gambrel,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,,,No,,,LwQ,150.0,104.0,1028.0,GasA,,,SBrkr,,884.0,,2320.0,1.0,0.0,2.0,,3.0,,Gd,,Typ,,,,1945.0,Unf,1.0,180.0,,TA,,224.0,0.0,,0.0,0.0,,0.0,7.0,2007.0,WD,,259500.0
,160.0,FV,,3230.0,Pave,,Lvl,AllPub,Corner,Gtl,,Norm,Norm,,2Story,,5.0,,1999.0,,CompShg,MetalSd,MetalSd,BrkFace,1129.0,,TA,,,TA,,,419.0,,,310.0,729.0,GasA,,Y,SBrkr,729.0,,0.0,1458.0,0.0,0.0,2.0,1.0,2.0,1.0,TA,5.0,,,Fa,Detchd,1999.0,,2.0,,,,Y,0.0,32.0,0.0,0.0,,,0.0,,2007.0,,Normal,176000.0
119.0,60.0,RL,90.0,12376.0,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,,,,1990.0,,CompShg,,Plywood,,,,TA,PConc,Gd,,,GLQ,,Unf,,203.0,,GasA,,,SBrkr,1699.0,1523.0,0.0,,1.0,0.0,,0.0,5.0,1.0,,11.0,,2.0,,Attchd,,Unf,3.0,594.0,,,Y,,0.0,0.0,0.0,,0.0,,5.0,2010.0,,,
120.0,,,65.0,8461.0,,Reg,,,Inside,Gtl,,Norm,Norm,1Fam,2Story,6.0,,,2006.0,Gable,,VinylSd,VinylSd,None,0.0,Gd,,,,,,,0.0,Unf,0.0,728.0,728.0,,Ex,Y,SBrkr,,,0.0,1456.0,,,,1.0,,1.0,Gd,,,1.0,Gd,Attchd,,,2.0,,TA,TA,Y,0.0,,0.0,,0.0,0.0,,7.0,,New,Partial,163990.0
125.0,20.0,RL,,,Pave,,,AllPub,,,NWAmes,,,,1Story,6.0,5.0,,,Gable,,HdBoard,HdBoard,,0.0,,Gd,CBlock,,Fa,No,,,Unf,0.0,1362.0,1362.0,GasA,TA,Y,,,,,,,0.0,2.0,0.0,,,TA,,,,TA,,1979.0,Unf,,435.0,,TA,,,0.0,,0.0,0.0,,0.0,,2009.0,,,181000.0
129.0,,RL,,,Pave,,Lvl,,Inside,Gtl,NAmes,,Norm,,,,,1966.0,1966.0,Gable,CompShg,VinylSd,,BrkFace,,TA,,,,TA,,,512.0,Unf,,148.0,,,TA,Y,,660.0,,,1348.0,0.0,,1.0,1.0,3.0,,TA,,Typ,1.0,Fa,Attchd,1966.0,RFn,2.0,,,TA,Y,,,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,WD,Normal,155000.0
,60.0,RL,88.0,,Pave,,Lvl,,Corner,Gtl,NAmes,,Norm,1Fam,,7.0,6.0,1966.0,,,CompShg,,MetalSd,BrkFace,,,,CBlock,TA,TA,No,Rec,445.0,Unf,,479.0,924.0,GasA,Ex,Y,SBrkr,1216.0,,0.0,,0.0,0.0,2.0,,4.0,,Gd,8.0,Typ,,,,1966.0,,,,TA,TA,Y,105.0,66.0,,,0.0,0.0,,5.0,2006.0,WD,,
,,,78.0,10335.0,,,Lvl,,Inside,Gtl,,,Norm,1Fam,1Story,5.0,6.0,,1993.0,Gable,CompShg,,,,0.0,TA,TA,CBlock,,,,Rec,,,0.0,,1461.0,,Gd,Y,,,0.0,0.0,,0.0,,2.0,,3.0,1.0,,,Min1,1.0,,Attchd,,,2.0,440.0,TA,,Y,0.0,96.0,180.0,0.0,,0.0,0.0,7.0,,WD,,180000.0
136.0,20.0,RL,,10400.0,Pave,Reg,,AllPub,,Gtl,NWAmes,,Norm,,1Story,,6.0,1970.0,,Hip,CompShg,,,BrkFace,,TA,TA,PConc,TA,,,Unf,0.0,Unf,,,1304.0,GasA,Gd,Y,SBrkr,,,0.0,,0.0,,2.0,,3.0,1.0,,,,1.0,Gd,,,,2.0,530.0,,TA,Y,98.0,,0.0,0.0,0.0,0.0,,,2008.0,WD,Normal,174000.0
,60.0,RL,,,Pave,,,,Inside,Gtl,CollgCr,Norm,,1Fam,2Story,8.0,5.0,1999.0,2000.0,Gable,CompShg,,VinylSd,,,,,PConc,Gd,TA,Mn,GLQ,,,,336.0,1004.0,,,Y,SBrkr,1004.0,848.0,,1852.0,0.0,0.0,2.0,,3.0,,,7.0,,2.0,TA,Attchd,1999.0,Fin,3.0,660.0,,TA,Y,224.0,106.0,,0.0,,0.0,,12.0,,,,230000.0
152.0,,,107.0,,Pave,Reg,,AllPub,,,NridgHt,Norm,Norm,1Fam,,8.0,5.0,2007.0,2008.0,Hip,CompShg,VinylSd,VinylSd,Stone,,,TA,,,TA,Gd,GLQ,1400.0,,0.0,310.0,1710.0,GasA,,,,1710.0,0.0,0.0,,,0.0,2.0,0.0,2.0,1.0,,6.0,Typ,,Gd,Attchd,,RFn,3.0,,TA,,,,,,,,0.0,,,2008.0,New,Partial,372402.0
,,,92.0,12003.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,,Norm,Norm,1Fam,2Story,8.0,5.0,2009.0,2010.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,,,,PConc,Ex,TA,No,,0.0,,,,,,Ex,Y,SBrkr,,,,,0.0,0.0,2.0,1.0,4.0,1.0,Ex,8.0,Typ,1.0,Gd,BuiltIn,2009.0,,,680.0,TA,TA,Y,0.0,75.0,0.0,,0.0,0.0,,5.0,2010.0,New,,269500.0
159.0,60.0,FV,,12552.0,Pave,Reg,Lvl,,,Gtl,Somerst,,,,,7.0,,2004.0,,Gable,CompShg,,,None,,,TA,PConc,,,No,,,Unf,0.0,,,,Ex,Y,SBrkr,991.0,956.0,0.0,1947.0,0.0,0.0,2.0,,,,,,,1.0,Gd,Attchd,2004.0,RFn,2.0,678.0,TA,,Y,,136.0,0.0,,,0.0,0.0,5.0,2010.0,,,
