Mean_Integrated,SD,EK,Skewness,Mean_DMSNR_Curve,SD_DMSNR_Curve,EK_DMSNR_Curve,Skewness_DMSNR_Curve,Class
,,,-0.581894625,1.93729097,12.49683227,,169.66096,0.0
139.7109375,47.95459316,-0.266768867,0.29130496,,15.35697532,,110.4624284,
128.1328125,58.82925121,-0.042138871,-0.780193824,23.89966555,61.84185219,2.462663154,4.534748108,0.0
97.328125,47.56592619,0.529907332,0.870017621,2.031772575,14.97240473,10.43375213,135.6069686,0.0
,,0.008651747,0.612157461,1.439799331,11.11338137,13.49839229,250.6803513,0.0
135.46875,,0.011668373,-0.369041328,5.858695652,27.63630131,5.236634039,,
,45.54388927,-0.316156176,0.042365005,8.321070234,33.65580139,4.615381965,21.46987071,0.0
105.2421875,47.05278719,0.398089263,0.353847117,,13.77170405,,,
103.890625,44.89592729,,0.506224439,1.211538462,12.95430226,,,0.0
,47.62768355,,0.065698741,1.203177258,13.2316519,,249.2709205,0.0
125.125,,0.16579733,-0.01428382,8.469899666,38.16389927,4.680166268,,0.0
117.640625,43.43398985,0.251669643,0.616940842,3.101170569,,,72.98113927,0.0
,,,,2.943143813,20.0345048,8.424017936,78.10951196,0.0
,,-0.148641287,1.092371633,,11.17640524,,323.0793575,0.0
85.96875,45.88741956,,1.487672804,,18.15605976,10.03641461,108.8442704,
104.140625,53.22207812,0.237450154,,70.5367893,92.38900681,0.640034884,,0.0
112.1640625,45.1067791,,,2.406354515,14.39233212,9.793717733,,0.0
156.25,44.64390356,-0.238223518,0.396833357,2.824414716,,9.44711572,110.0677345,0.0
,40.72431895,0.545522272,1.151478349,,,8.284555671,83.06011627,
102.7421875,45.03718014,0.284591128,0.46003551,1.628762542,14.56829065,11.61297586,153.7506867,
151.2421875,,,-0.077778066,71.06521739,91.88301833,0.637358711,-1.417126451,0.0
131.6328125,47.65220206,0.143738108,-0.031566072,2.269230769,14.72368998,9.694674817,,0.0
107.46875,37.52352127,0.187120885,1.146171024,2.47826087,16.25189556,8.905504552,96.29086442,
,49.42709808,-0.015012615,,1.905518395,13.70875765,,162.0598151,0.0
150.0625,46.28237887,0.103998317,0.000667209,3.629598662,25.30464735,7.417923799,56.2440008,0.0
,49.61919194,0.15254156,-0.325279748,2.920568562,18.85815416,,89.3588874,
,,,1.612815936,2.028428094,16.11188497,10.20182642,121.149413,0.0
,44.1455307,0.834196383,1.602213762,,11.53033968,13.2952958,228.3831455,0.0
172.625,53.96034424,,1.115326576,,,-0.676726687,-1.011912349,0.0
102.1953125,51.75665093,0.438263982,,2.345317726,18.33076767,8.817626823,84.94159447,
26.375,,5.0223654,26.90744775,77.63377926,66.61346843,0.825641566,0.025604408,
118.015625,53.88065289,,-0.371239336,2.321906355,,9.717557382,117.4989853,0.0
,51.55547064,,,27.1722408,58.75226117,1.996802205,2.647803723,0.0
136.78125,52.19972724,-0.298781876,,3.510033445,22.30821046,,,
147.4140625,,-0.402495392,0.199011663,,14.00709484,12.16542457,181.9510968,0.0
,49.46326602,0.147489009,,79.7826087,83.39624899,0.122399373,,0.0
101.3203125,,0.137445218,0.563156666,1.015886288,,14.92650567,265.5465533,
124.53125,52.93686356,0.044083575,-0.197514595,,,3.529246389,11.30727462,
137.1640625,48.07233764,,,,19.72549895,7.41926285,,0.0
111.265625,54.97634212,0.155344862,,3.747491639,24.39073208,,53.05958027,0.0
116.5546875,49.76802572,,-0.357998298,2.568561873,,8.882910637,112.1956183,0.0
,51.76837451,0.251652475,-0.035641589,,15.40256632,10.73515542,133.8641313,
113.3828125,48.57743835,,-0.163176589,0.472408027,10.35717036,,,0.0
105.625,45.23394052,,0.288117247,2.086120401,18.81569049,10.76869139,124.6692215,
147.7421875,48.20484385,-0.263195485,,1.929765886,,11.43638145,154.712772,0.0
115.0,,0.077017134,,,63.90368246,2.151168411,3.829400083,0.0
106.546875,,,,0.799331104,10.57881076,17.72042487,359.3628947,0.0
,48.31011918,0.46267345,0.322048979,2.325250836,15.89594292,,103.1776412,0.0
144.46875,,,0.296486437,,61.12143031,,5.833987212,0.0
110.859375,33.76544424,,,1.635451505,14.31148523,11.37842302,152.7388039,
123.6640625,,0.235418728,-0.071980861,2.969899666,15.56045811,,,0.0
81.6640625,,1.703866855,,16.53595318,47.68371841,3.297480118,10.61600989,
93.859375,,0.541314486,2.150836696,,,12.58161491,199.7037448,
,46.65307296,,-0.10225939,3.698160535,,,61.21072808,0.0
123.953125,57.79609353,0.154653882,-0.588952931,,27.21007622,,35.7828725,0.0
,,0.572531753,2.66461052,4.0409699,,7.006681423,53.51400467,
,40.71230328,0.529116394,,1.455685619,,14.66097583,,0.0
86.8203125,37.46924439,0.314491957,1.97216177,4.204849498,26.45635663,6.987946868,50.57958339,0.0
,41.68980079,-0.29152257,0.303156443,2.285953177,16.59895341,10.01683273,118.5824036,0.0
27.5625,29.32728838,5.375643305,,20.08277592,50.20165693,2.997184791,8.591174008,1.0
117.875,51.08953538,,-0.268881483,,12.37672414,,167.1630437,0.0
120.7421875,46.91269253,,0.224088239,1.216555184,,14.42262858,,
119.3046875,,,0.494073096,2.545986622,18.65821953,8.812902269,86.75589151,
107.1796875,,0.316041194,1.91957364,,26.06267268,,42.72052146,0.0
127.6796875,48.26277901,0.242552598,-0.065496639,3.334448161,22.03676278,,,0.0
,,,,0.767558528,11.27800792,17.99924798,352.9593585,0.0
69.7890625,36.46909058,2.518310817,9.154545696,24.26672241,57.18585784,2.341589875,4.382928529,1.0
125.96875,55.44858789,,-0.382546703,3.418060201,19.7290376,,71.98335714,
124.6484375,44.08330003,0.066498444,0.458767396,2.606187291,17.01109991,9.46557015,104.5656255,0.0
127.765625,51.14325536,0.018767162,-0.324726244,7.841973244,,,,0.0
114.0859375,53.38129754,,-0.220176997,2.701505017,,8.504414895,87.14249596,0.0
,43.76687105,-0.231185029,,,25.94312639,7.091756804,53.51122893,0.0
,52.88977739,0.006784756,,2.299331104,17.81334003,8.686934568,82.20653747,0.0
112.6953125,53.11199232,,0.054991904,,,0.712313221,-1.276814361,0.0
114.1328125,42.83331995,0.159413457,-0.065702437,2.883779264,16.13884275,7.934753699,,0.0
110.03125,41.78290947,0.550695974,1.067852792,,29.45604294,,34.08640379,0.0
,,-0.133909843,-0.610810262,1.628762542,17.74737181,11.82534229,145.623157,0.0
147.75,,-0.339437386,-0.057833615,,,,99.84429397,0.0
,48.33306281,,,4.362876254,26.01367199,6.523528156,43.89541842,
111.1953125,44.15297601,0.434318777,0.209941692,2.652173913,,9.199513421,88.17385086,1.0
96.6328125,42.82611482,,0.638175862,2.433110368,,10.27093433,121.3526425,0.0
126.65625,42.7568411,-0.023664972,,2.019230769,17.47727999,10.21781785,113.1616288,0.0
127.8125,48.32260567,,-0.289863998,,15.87088225,9.076956147,101.4289524,0.0
122.640625,44.93845346,,0.063493669,2.301839465,,9.430993281,114.3650702,0.0
,40.59310948,1.696825468,5.157732788,12.1764214,,3.92744644,14.74880851,1.0
108.6171875,45.80565622,,0.328802382,2.734949833,20.42497854,8.552658502,,
126.15625,54.97221422,-0.017560934,,3.405518395,,7.553695503,66.63340206,0.0
,57.40310918,0.071719812,-0.542734685,5.610367893,,,35.5359333,
119.9609375,,,0.320895411,3.306020067,,7.554222175,63.93773915,
88.71875,46.8296343,0.540534452,0.24203225,3.984949833,19.46310568,6.842946273,58.31302437,0.0
87.5,37.40738563,,2.396694926,24.29682274,59.8266841,2.325450801,4.001609718,0.0
118.1953125,41.46008219,0.391060998,0.66541678,,12.51640848,11.60540245,175.7818009,0.0
124.5859375,61.28844805,0.063016976,-0.659549124,71.03846154,84.51551989,,,0.0
90.2421875,45.43001935,0.483089358,0.204356761,,22.38922755,6.399534303,47.54528878,0.0
136.2421875,,,-0.730349907,10.84531773,40.29909482,3.774310774,13.22787855,0.0
,54.95514806,-0.163795361,-0.48918541,4.036789298,25.76800895,6.963030486,50.60730277,0.0
150.828125,52.60615895,-0.262291657,-0.006883181,,13.43844929,9.479700231,,0.0
81.640625,,,,16.65217391,51.13121117,3.052324452,8.112335087,1.0
115.6953125,,0.324988541,,1.349498328,10.7185766,,300.671914,
,51.50738946,-0.235288799,,3.198996656,21.64510493,8.217831689,74.1257039,
109.0625,46.82643317,,,4.217391304,23.74349899,6.858220193,51.48468978,
132.0703125,48.29890391,-0.182375024,-0.342833228,1.665551839,,13.47691732,235.6680759,0.0
104.7890625,,0.391766321,-0.065959871,,13.4748808,10.14343731,136.0934211,0.0
115.03125,48.07642638,0.30866071,0.298642994,,,4.741314293,21.99943472,0.0
,43.75225929,,,111.4397993,76.77187173,0.011576799,-0.956620612,1.0
115.1328125,38.63458034,0.274742642,0.979530652,,89.87723206,1.083625421,-0.79433526,0.0
,44.86362188,0.039719729,0.087412857,,14.15685057,10.35499396,131.3255424,0.0
111.65625,,0.189559439,0.413593961,1.777591973,12.32675393,11.41771625,177.7573813,0.0
99.6796875,,0.331855864,,1.77173913,12.87535708,11.91994389,177.5985156,
,40.79873607,0.236092441,,,10.38323859,16.28281345,332.3464221,0.0
14.4609375,29.38773722,6.296725041,42.02539536,,68.2628599,,,
115.640625,,0.048738419,0.161113734,,,8.610229993,,0.0
87.4375,35.86274834,0.752855077,,,,10.37167159,,0.0
110.65625,42.94899546,0.151070318,0.695922209,0.596153846,,22.34199033,519.4631411,0.0
107.9375,45.31603434,0.385218608,0.395582799,,14.00175902,,139.5968765,0.0
125.203125,48.67018456,0.057561147,-0.346331604,6.986622074,32.32128359,,25.15164608,0.0
153.265625,51.59600947,-0.296754705,,2.224080268,14.88281838,9.98327973,125.8547021,0.0
112.609375,51.99327396,0.227919123,0.03933812,3.079431438,19.15871602,,,0.0
104.0546875,46.08116287,0.376109911,0.415847879,2.954013378,,8.269178609,91.66561029,0.0
120.78125,42.76003857,0.006859746,0.432321302,,15.34603622,8.521713784,95.56393579,0.0
134.0625,48.93534478,-0.127156441,-0.345019953,19.8235786,46.93635639,2.101420148,,0.0
109.640625,49.01765217,0.13763583,-0.256699775,1.508361204,12.07290134,13.36792556,223.4384192,0.0
118.9140625,48.50306487,,,,17.13087724,8.407183088,82.94509275,0.0
101.90625,47.72879724,0.582488968,0.61243001,,30.74958843,6.109380372,37.74373883,0.0
,43.64838017,,0.74780762,6.816053512,33.69849013,,,0.0
,,0.779730139,1.904372361,1.346153846,11.82695367,12.72446032,209.814162,
76.7421875,37.20766178,0.911201179,,1.892976589,13.41417351,10.17491904,136.7471436,0.0
106.4140625,46.78516848,0.370364155,,1.661371237,,12.28475999,208.7250666,
,53.52160779,0.034350013,,2.151337793,17.63432935,9.624465601,101.9332559,
112.953125,,-0.060116074,-0.182288166,,33.86514096,5.116697643,26.18453217,0.0
85.3828125,35.32198348,0.518588842,,2.445652174,16.59671834,8.817610836,91.59035679,0.0
131.15625,57.98766538,-0.09166197,-0.642411308,0.647157191,10.61113744,19.08577173,,
126.8828125,48.68402926,0.046673846,0.210647601,,9.3767006,,467.6307624,
,36.51543362,0.410236595,2.599529235,2.262541806,17.97102745,9.206931381,92.92024284,0.0
125.5390625,,,-0.254128759,130.1187291,70.44556676,-0.628429484,-0.663865113,0.0
123.78125,45.52076063,,0.272568679,2.557692308,,,98.48752936,
,,0.348621461,-0.009344459,,19.98487252,9.587378667,,0.0
124.9140625,53.19392989,,,3.513377926,20.28605601,7.784988438,,0.0
110.6015625,45.93632479,,-0.034883786,,16.19083794,,89.87337366,0.0
60.0859375,39.74607436,3.122788717,,29.04347826,,2.218765559,,1.0
137.6015625,,0.202227635,0.315342551,1.85451505,12.42148201,11.28087134,,0.0
137.140625,45.62358463,,0.12272335,3.540133779,18.85929846,7.691358229,,0.0
,49.50684471,0.078554821,0.015810691,,19.96528927,7.596134892,65.35361924,0.0
,,-0.128098098,-0.012898546,,15.48484516,10.81818614,133.2022194,
26.703125,35.47344063,3.852224558,17.26287471,,63.65209683,0.694983455,-0.166902367,
122.4453125,56.601652,0.234365425,-0.30680837,3.701505017,20.38493356,7.430527236,63.81595558,
,51.5116795,,-0.647741069,4.477424749,28.48247115,,43.83226338,
93.6015625,34.55234703,0.703073859,3.038797852,2.193979933,18.76845795,9.199617063,88.63984058,0.0
106.015625,53.36050511,,-0.374817981,2.586120401,14.7321722,,,0.0
130.625,51.92241809,-0.109775948,-0.153957702,,91.27882722,0.819712367,-1.277827154,0.0
102.46875,35.34714838,1.118794002,3.86018177,42.4138796,,1.389508736,,1.0
125.3671875,48.6137312,0.149578486,0.021207184,,28.94997786,,21.98165655,0.0
141.984375,49.52824074,,0.263586742,2.862876254,18.98810382,,76.22090712,0.0
114.8984375,47.9018919,,0.386854184,,,11.76046975,144.2552351,0.0
128.7890625,,0.068993294,-0.32310126,0.424749164,,23.55022867,597.398188,0.0
39.9453125,,4.399909128,24.35127578,,62.23727061,1.541902711,,
123.8671875,45.79068735,,0.747510715,,,10.03499492,116.8897655,0.0
,50.49481477,0.550852032,0.052445909,3.268394649,18.57320429,,74.33877605,0.0
101.0703125,,,,1.336956522,,12.82008024,173.3143458,0.0
119.4453125,46.84612587,0.179741148,0.111425682,,19.28479722,,52.4714064,0.0
118.8984375,48.11182285,0.10486163,-0.194532552,2.162207358,17.61480574,,92.67787045,
111.4609375,44.78732772,0.362854672,,,16.99409621,7.997488385,,
122.0234375,51.41292166,,-0.419453083,3.316889632,,,61.79514775,0.0
115.5078125,52.19045592,0.131775574,-0.498368512,,27.16023407,6.45439773,43.35643725,
75.5546875,44.96748975,1.906108429,4.063128989,26.87625418,,2.250798135,,1.0
,52.94260912,-0.034207574,,3.665551839,22.73844704,7.046586334,54.1782308,0.0
124.7421875,53.53886528,0.375925769,-0.038650351,3.298494983,17.13839099,7.466841572,70.2984016,0.0
108.0859375,,0.516721639,0.329369216,3.484113712,23.79905949,,60.14932463,0.0
130.40625,,-0.429570461,-0.578362987,151.0961538,48.20351177,-2.018626451,,
85.5546875,34.75804956,0.830122948,3.353249159,,12.53316188,12.51220783,,
,,0.092853167,-0.274005175,2.435618729,16.99655785,9.507735753,,
95.5,42.38513891,,,,50.84656382,3.630032072,,0.0
119.0546875,42.12913715,-0.036658122,0.259229181,,14.48604586,11.68206794,158.7660883,0.0
125.8203125,58.37505803,0.05079841,,2.341137124,17.28578437,,91.77658006,0.0
105.9296875,42.32596418,,1.322425511,,16.98030932,9.29931154,99.44553595,0.0
,48.48082173,-0.019775338,0.020510441,3.241638796,22.7648141,7.998618769,,0.0
109.625,40.47182662,0.299008794,0.413359889,15.12792642,50.60853289,3.297892699,9.531764015,0.0
98.96875,46.2055424,0.527031908,,1.987458194,,10.31042146,141.3603377,0.0
,,0.658673743,2.935900975,5.768394649,29.72705891,5.581948323,31.77335222,0.0
114.3828125,,0.061437569,-0.480238468,1.81270903,17.94338101,10.81991846,,0.0
,54.95174552,-0.194942315,-0.396475874,3.127926421,19.10994915,,92.23785178,0.0
114.2265625,,0.398242853,0.817609572,,15.00828584,,,0.0
128.71875,59.1539223,0.007489206,,,13.31965893,9.630663152,132.4465678,
117.21875,,0.090613663,-0.51490464,,,8.615121645,92.89865266,
,47.77047211,0.164223983,-0.051748369,4.651337793,,6.164368929,,0.0
118.546875,54.9665892,-0.036829821,-0.405561839,4.086120401,23.86416636,7.250352496,58.11836541,0.0
110.8125,,0.346588752,-0.090994273,,,6.54790527,,0.0
102.515625,38.85851426,0.505707246,1.282361928,,11.26135665,,,0.0
117.0625,,0.344122361,,4.18645485,20.11383616,6.182871735,,
,44.83532968,0.200612415,0.619117971,7.862040134,33.14299914,4.328699379,,0.0
,49.83596567,0.42658693,,2.088628763,14.48868216,9.320284807,110.1667697,0.0
124.5234375,81.63054775,-0.005652561,-1.428468736,,48.90538552,0.150754891,0.612922851,0.0
94.0390625,43.48624106,0.299901114,0.532320493,2.561036789,,8.599435067,89.14958981,0.0
,,0.149433145,0.509637818,,,10.46499324,118.2026094,0.0
41.7109375,,,17.16007009,43.37123746,66.25060844,1.434829018,1.055883749,1.0
117.0234375,64.91237662,,-0.541779028,,17.94651437,,91.31583136,
109.4453125,38.0589199,0.302200592,1.107725397,,43.70589909,3.061045832,,
110.5703125,,0.340748069,,1.007525084,11.61984709,,,0.0
111.7578125,40.63456543,0.256004096,,,13.07727514,10.69930792,,0.0
150.4140625,48.73068966,,-0.060455215,177.5008361,85.62388099,-1.274871803,0.013041635,0.0
,47.09509721,0.382129459,0.21146549,1.996655518,18.16116043,10.17125493,110.6321344,
112.0234375,44.52623258,,-0.020172004,3.633779264,25.01691059,,52.74660947,
137.6328125,43.10812552,-0.127177558,0.560059919,,39.99661877,3.508992452,11.37903711,
43.9453125,,5.186652969,33.78045606,35.83277592,59.02865182,1.636345601,1.87668367,1.0
,47.37452331,,0.10525792,1.655518395,16.37525239,,135.2260171,0.0
154.2890625,48.36581831,-0.287746544,0.156854593,10.93812709,41.62109525,4.13351851,16.33503039,0.0
101.2421875,51.86125512,,,5.769230769,26.38565137,5.358591635,30.77787047,0.0
13.546875,,6.78935069,48.33985375,,69.05636254,0.340408565,-0.469912114,1.0
111.90625,,0.13316183,-0.094538607,2.443979933,,9.447612447,132.4709658,0.0
89.4296875,,1.255240171,3.467667924,71.12207358,78.70648544,0.443105226,-1.432246842,1.0
104.96875,43.57158935,,0.592070623,1.219899666,12.30544807,13.28777554,211.141886,0.0
,,0.134850084,0.007734575,1.399665552,15.22602726,12.75792162,,0.0
131.140625,,-0.231367349,-0.089555567,2.788461538,,8.405956293,,
119.8515625,40.70724172,0.302442792,1.00115427,1.903010033,,12.01338497,212.0599223,0.0
,49.16688177,-0.37293035,0.012798294,2.523411371,15.63992684,,100.8134741,0.0
,,0.482319415,1.470403183,,12.74616919,14.34453752,228.4574446,
142.546875,,0.01001419,-0.188792594,4.001672241,,,68.06438917,
,35.84937224,,19.16800831,199.5777592,58.65664338,-1.86231995,2.391870403,1.0
