age,workclass,observation-weight,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
49.0,Local-gov,268234.0,HS-grad,9.0,,,,White,Male,0.0,0.0,40.0,United-States,>50K
33.0,Private,,,14.0,,Prof-specialty,,White,Male,0.0,0.0,50.0,United-States,<=50K
30.0,Private,54334.0,9th,,Never-married,Sales,Not-in-family,White,,0.0,0.0,40.0,United-States,<=50K
43.0,Private,,Doctorate,16.0,Never-married,Prof-specialty,,White,Female,0.0,0.0,,United-States,<=50K
,Private,,,,Married-civ-spouse,Prof-specialty,Husband,White,,0.0,0.0,,United-States,<=50K
37.0,Private,,Some-college,10.0,,Craft-repair,Unmarried,White,Female,0.0,0.0,,United-States,<=50K
28.0,Private,212563.0,Some-college,10.0,Divorced,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,,United-States,<=50K
,Local-gov,226296.0,,13.0,Married-civ-spouse,,,White,Male,0.0,0.0,40.0,United-States,<=50K
29.0,Private,,Some-college,10.0,,Handlers-cleaners,,White,Male,0.0,0.0,50.0,United-States,<=50K
,Self-emp-not-inc,,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,,United-States,>50K
,Private,202683.0,,10.0,Married-civ-spouse,Sales,Husband,White,,0.0,0.0,48.0,United-States,<=50K
48.0,Private,,,12.0,,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,England,<=50K
32.0,Federal-gov,249409.0,HS-grad,9.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=50K
76.0,Private,124191.0,Masters,14.0,,Exec-managerial,,White,Male,0.0,0.0,40.0,United-States,>50K
44.0,Private,198282.0,,13.0,Married-civ-spouse,Exec-managerial,,White,,15024.0,0.0,60.0,United-States,>50K
47.0,Self-emp-not-inc,149116.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,,Female,,0.0,50.0,,
20.0,Private,188300.0,,,Never-married,Tech-support,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
,Private,103432.0,HS-grad,9.0,Never-married,,Not-in-family,White,,0.0,0.0,40.0,United-States,<=50K
,Self-emp-inc,317660.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,,White,,7688.0,0.0,,United-States,<=50K
30.0,Private,194901.0,11th,7.0,Never-married,Handlers-cleaners,Own-child,White,,0.0,0.0,40.0,United-States,<=50K
31.0,Local-gov,189265.0,HS-grad,,,,Not-in-family,,Female,0.0,0.0,40.0,,
,Private,124692.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,,United-States,<=50K
24.0,Private,,Bachelors,13.0,Never-married,Sales,Other-relative,White,,0.0,0.0,40.0,United-States,<=50K
38.0,Private,,Prof-school,15.0,Married-civ-spouse,Prof-specialty,,White,,0.0,0.0,40.0,United-States,>50K
56.0,Private,335605.0,HS-grad,9.0,,Other-service,Husband,White,Male,0.0,1887.0,50.0,United-States,>50K
28.0,Private,,,10.0,,Sales,Wife,White,Female,4064.0,0.0,25.0,United-States,<=50K
36.0,Private,102864.0,HS-grad,,,Machine-op-inspct,Own-child,White,,0.0,0.0,,United-States,<=50K
53.0,Private,,9th,5.0,Married-civ-spouse,Handlers-cleaners,Husband,White,,0.0,0.0,50.0,United-States,<=50K
56.0,Private,,Some-college,10.0,Married-civ-spouse,,Husband,White,,0.0,0.0,50.0,United-States,<=50K
49.0,Local-gov,,,,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,
55.0,Private,247552.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,,0.0,0.0,56.0,United-States,<=50K
22.0,Private,102632.0,HS-grad,9.0,Never-married,,,White,Male,0.0,0.0,41.0,United-States,<=50K
21.0,Private,199915.0,Some-college,10.0,,Other-service,Own-child,White,,0.0,0.0,,United-States,<=50K
40.0,Private,,Bachelors,13.0,Married-civ-spouse,,,White,Male,0.0,0.0,60.0,United-States,<=50K
,Private,,Bachelors,13.0,Never-married,Exec-managerial,Own-child,Black,Male,0.0,0.0,,Germany,<=50K
,Private,267989.0,Bachelors,,,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
19.0,Private,,Some-college,10.0,,Other-service,Own-child,Black,,0.0,0.0,35.0,United-States,<=50K
47.0,Private,287828.0,Bachelors,,Married-civ-spouse,,,White,Female,0.0,0.0,40.0,United-States,>50K
,Private,,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,1719.0,,United-States,<=50K
31.0,Private,,,12.0,,,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
39.0,Private,365739.0,Some-college,,,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
,Private,69621.0,Assoc-acdm,,Never-married,Sales,Not-in-family,White,,0.0,0.0,60.0,United-States,<=50K
,Private,43323.0,,,Never-married,Other-service,,White,Female,0.0,0.0,40.0,United-States,<=50K
38.0,Self-emp-not-inc,120985.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,United-States,<=50K
37.0,Private,,,13.0,,Sales,,White,Male,0.0,0.0,50.0,United-States,<=50K
46.0,Private,146195.0,Assoc-acdm,,,Tech-support,Not-in-family,Black,Female,0.0,0.0,36.0,United-States,<=50K
38.0,Federal-gov,125933.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,,,,,40.0,Iran,
43.0,Self-emp-not-inc,56920.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,,,,,,,
,Private,163127.0,,,,,Wife,White,Female,0.0,0.0,35.0,United-States,<=50K
,Private,34310.0,,,Never-married,Sales,Own-child,White,Male,0.0,0.0,,United-States,<=50K
49.0,Private,81973.0,Some-college,10.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,,United-States,>50K
61.0,Self-emp-inc,66614.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
,Private,232782.0,,,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
19.0,Private,,Some-college,10.0,Never-married,,Own-child,White,,0.0,0.0,30.0,United-States,<=50K
45.0,Private,,Assoc-voc,11.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
70.0,Private,105376.0,Some-college,10.0,,Tech-support,Other-relative,White,Male,0.0,0.0,40.0,United-States,<=50K
31.0,Private,185814.0,HS-grad,9.0,Never-married,,Unmarried,Black,Female,0.0,0.0,30.0,United-States,<=50K
,Private,175374.0,Some-college,10.0,,Other-service,Husband,White,,0.0,0.0,24.0,United-States,<=50K
36.0,Private,108293.0,HS-grad,,,Other-service,Unmarried,White,Female,0.0,0.0,,United-States,<=50K
,Private,,,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2179.0,40.0,United-States,<=50K
47.0,Private,,,10.0,Divorced,Adm-clerical,,White,Female,0.0,0.0,38.0,Mexico,<=50K
34.0,Private,,HS-grad,,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,,United-States,<=50K
,Private,163003.0,Bachelors,13.0,Never-married,Exec-managerial,Other-relative,White,Female,0.0,0.0,40.0,Philippines,<=50K
,Private,296158.0,,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K
,Private,187715.0,HS-grad,9.0,,,Husband,White,,0.0,0.0,46.0,United-States,<=50K
23.0,Private,214542.0,Bachelors,,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
71.0,Self-emp-not-inc,494223.0,,10.0,Separated,Sales,,Black,,0.0,1816.0,,United-States,<=50K
29.0,Private,191535.0,HS-grad,9.0,,,Not-in-family,White,,0.0,0.0,60.0,United-States,<=50K
42.0,Private,,,,Separated,Other-service,Other-relative,Black,Male,0.0,0.0,50.0,United-States,<=50K
,Private,252752.0,HS-grad,9.0,Never-married,Other-service,,White,Female,0.0,0.0,40.0,United-States,<=50K
44.0,Self-emp-inc,,Masters,,Divorced,,,White,Female,0.0,0.0,,United-States,<=50K
,Private,,,9.0,Never-married,Exec-managerial,,Asian-Pac-Islander,Female,0.0,0.0,40.0,United-States,<=50K
45.0,Self-emp-not-inc,,Masters,,,Sales,Husband,White,Male,0.0,0.0,,United-States,>50K
36.0,Private,,Some-college,,,,,White,Female,0.0,0.0,,Mexico,<=50K
39.0,Federal-gov,235485.0,,12.0,Never-married,,,White,,0.0,0.0,,United-States,<=50K
46.0,State-gov,102628.0,,,,Protective-serv,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
,Private,,,7.0,,Handlers-cleaners,Own-child,White,Male,0.0,0.0,16.0,United-States,<=50K
,Private,,Assoc-voc,,Widowed,,Not-in-family,White,Female,0.0,0.0,20.0,United-States,<=50K
27.0,Private,,HS-grad,9.0,Never-married,,Not-in-family,White,Male,0.0,1980.0,,United-States,<=50K
28.0,State-gov,175325.0,,,,Protective-serv,,White,Male,0.0,0.0,40.0,United-States,<=50K
51.0,Private,96062.0,Some-college,,Married-civ-spouse,Sales,Husband,White,Male,0.0,1977.0,40.0,United-States,>50K
27.0,,,,,Never-married,,Not-in-family,White,Male,0.0,0.0,,United-States,
,State-gov,149624.0,Bachelors,,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
27.0,Private,253814.0,HS-grad,9.0,Married-spouse-absent,Sales,Unmarried,White,Female,0.0,0.0,25.0,United-States,<=50K
21.0,Private,,HS-grad,9.0,Never-married,Craft-repair,Own-child,Black,Male,0.0,0.0,,United-States,<=50K
34.0,Private,483777.0,HS-grad,9.0,,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
18.0,Private,,HS-grad,9.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,12.0,United-States,<=50K
33.0,Private,,Bachelors,13.0,Married-civ-spouse,Prof-specialty,,White,,0.0,0.0,65.0,United-States,<=50K
44.0,Local-gov,,,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,38.0,United-States,>50K
43.0,Private,,Some-college,10.0,,Adm-clerical,Not-in-family,White,,0.0,0.0,,United-States,<=50K
30.0,Private,633742.0,Some-college,10.0,Never-married,Craft-repair,Not-in-family,Black,Male,0.0,0.0,45.0,United-States,<=50K
40.0,Private,286370.0,7th-8th,4.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,,United-States,>50K
37.0,Federal-gov,29054.0,,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,42.0,United-States,<=50K
,Private,304030.0,HS-grad,9.0,Married-civ-spouse,,,Black,Male,0.0,0.0,40.0,United-States,<=50K
41.0,Self-emp-not-inc,143129.0,,13.0,,,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
31.0,Private,,Masters,,Married-civ-spouse,,Wife,White,Female,0.0,0.0,50.0,United-States,<=50K
58.0,Private,109567.0,Doctorate,16.0,,Prof-specialty,,White,Male,0.0,0.0,1.0,United-States,>50K
38.0,Private,,Some-college,,Divorced,Machine-op-inspct,,Black,Female,0.0,0.0,,United-States,<=50K
,Private,159567.0,Some-college,10.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
,Private,523910.0,,,Married-civ-spouse,,Husband,Black,Male,0.0,0.0,,United-States,<=50K
47.0,Private,120939.0,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,White,,0.0,0.0,45.0,United-States,<=50K
41.0,,130760.0,Bachelors,13.0,,Tech-support,Husband,White,Male,0.0,0.0,24.0,United-States,
,Private,197387.0,5th-6th,3.0,,Transport-moving,Other-relative,White,Male,0.0,0.0,40.0,United-States,<=50K
36.0,Private,99374.0,Some-college,10.0,,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
40.0,Federal-gov,,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,14084.0,0.0,55.0,United-States,>50K
35.0,Private,,Masters,14.0,Married-civ-spouse,,Other-relative,White,,7298.0,0.0,40.0,United-States,<=50K
24.0,Self-emp-not-inc,,HS-grad,,,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
26.0,Private,397317.0,,,,Prof-specialty,,White,Female,0.0,1876.0,40.0,United-States,<=50K
51.0,Private,259323.0,,,,,Husband,White,,0.0,0.0,50.0,United-States,>50K
42.0,Private,254817.0,Some-college,10.0,Never-married,Prof-specialty,,White,Female,0.0,0.0,40.0,United-States,<=50K
37.0,State-gov,,,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,35.0,United-States,<=50K
,Private,,,7.0,Never-married,Sales,,White,,0.0,0.0,40.0,United-States,<=50K
36.0,Private,,Bachelors,13.0,Married-civ-spouse,,,Black,,0.0,0.0,36.0,United-States,>50K
,Private,36270.0,HS-grad,9.0,Divorced,Craft-repair,,White,Male,0.0,0.0,,United-States,<=50K
58.0,Self-emp-inc,210563.0,HS-grad,,Married-civ-spouse,,Wife,White,Female,15024.0,0.0,35.0,United-States,<=50K
17.0,Private,65368.0,,7.0,,Sales,,White,Female,0.0,0.0,12.0,United-States,<=50K
44.0,Local-gov,160943.0,,9.0,Married-civ-spouse,Transport-moving,Husband,Black,,0.0,0.0,40.0,United-States,<=50K
37.0,Private,208358.0,,9.0,Married-civ-spouse,Craft-repair,Husband,White,,0.0,0.0,40.0,United-States,>50K
35.0,Private,153790.0,Some-college,10.0,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,United-States,<=50K
60.0,Private,,HS-grad,9.0,Married-civ-spouse,,,White,Male,0.0,0.0,,United-States,<=50K
,Private,,7th-8th,4.0,Married-civ-spouse,,Husband,White,,0.0,0.0,,United-States,<=50K
,Private,635913.0,Bachelors,,,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,,United-States,>50K
50.0,Private,313321.0,,12.0,Divorced,,Not-in-family,White,,0.0,0.0,40.0,United-States,<=50K
38.0,Private,182609.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,,United-States,<=50K
45.0,Private,109434.0,,,Married-civ-spouse,,,White,Male,0.0,0.0,,United-States,<=50K
25.0,Private,255004.0,,,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,,United-States,<=50K
31.0,Private,197860.0,Some-college,,,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
90.0,Private,51744.0,,,,Other-service,Not-in-family,White,Male,0.0,2206.0,40.0,United-States,<=50K
54.0,Private,176681.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,20.0,United-States,<=50K
53.0,Local-gov,140359.0,,1.0,,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,,United-States,<=50K
,Private,243313.0,HS-grad,,Never-married,,,White,Female,0.0,0.0,40.0,United-States,<=50K
66.0,Self-emp-not-inc,,HS-grad,,Married-civ-spouse,Farming-fishing,,White,Male,1409.0,0.0,50.0,United-States,<=50K
,,314209.0,,11.0,Widowed,,Not-in-family,,Female,0.0,0.0,20.0,Columbia,
65.0,Private,176796.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,,United-States,<=50K
35.0,Private,538583.0,,,,,Not-in-family,Black,,0.0,0.0,40.0,United-States,<=50K
41.0,Private,130408.0,,,Divorced,Sales,,Black,Female,0.0,0.0,,United-States,<=50K
25.0,Private,159732.0,,10.0,Never-married,,Not-in-family,White,Male,0.0,0.0,42.0,United-States,<=50K
33.0,Private,110978.0,Some-college,10.0,,Craft-repair,Other-relative,Other,Female,0.0,0.0,40.0,United-States,<=50K
,Private,76714.0,,15.0,,Prof-specialty,Not-in-family,White,Male,0.0,0.0,55.0,United-States,>50K
59.0,Private,,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,,0.0,0.0,40.0,United-States,<=50K
40.0,State-gov,170525.0,Some-college,10.0,,Adm-clerical,Not-in-family,White,,0.0,0.0,38.0,United-States,<=50K
41.0,Private,180138.0,Bachelors,,,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
38.0,Local-gov,115076.0,Masters,,Married-civ-spouse,,Husband,White,,0.0,0.0,,United-States,>50K
23.0,Private,,HS-grad,9.0,Never-married,Transport-moving,,White,Male,0.0,0.0,,United-States,<=50K
40.0,Private,,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,,United-States,>50K
41.0,Self-emp-not-inc,196001.0,HS-grad,,Married-civ-spouse,Other-service,,White,Female,0.0,0.0,20.0,United-States,<=50K
24.0,State-gov,,Assoc-acdm,12.0,Married-civ-spouse,Protective-serv,,White,Male,0.0,0.0,,United-States,<=50K
38.0,Private,179488.0,,10.0,Divorced,,,White,,0.0,0.0,,United-States,<=50K
,Private,,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
,Private,183916.0,,9.0,Never-married,,,White,Female,0.0,0.0,,United-States,<=50K
40.0,Private,207578.0,,12.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,,United-States,<=50K
,Private,,,,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
42.0,Private,390781.0,Bachelors,13.0,,,,Black,Female,0.0,0.0,40.0,United-States,<=50K
59.0,Local-gov,,10th,6.0,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,,United-States,<=50K
19.0,Local-gov,27382.0,Some-college,10.0,Never-married,,,White,Male,0.0,0.0,,United-States,<=50K
58.0,Private,,Some-college,10.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,20.0,United-States,<=50K
,,303044.0,HS-grad,9.0,Married-civ-spouse,,,Asian-Pac-Islander,,0.0,0.0,40.0,Cambodia,>50K
20.0,Private,,,9.0,,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
,Private,172579.0,,9.0,,Other-service,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
45.0,Private,187666.0,Assoc-voc,11.0,Widowed,Exec-managerial,Not-in-family,White,,0.0,0.0,45.0,United-States,<=50K
50.0,Private,204518.0,,4.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
36.0,Private,150042.0,Bachelors,13.0,Divorced,Prof-specialty,,White,Female,0.0,0.0,40.0,United-States,<=50K
,Private,,,9.0,,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
